cd_municipio_ibge,nome_municipio,id_estado,sigla_estado,slug_municipio
25000,Ministério Da Economia - Unidades Com Vínculo,99,BR,ministerio-da-economia---unidades-com-vinculo-br
26404,Instituto Federal Baiano,99,BR,instituto-federal-baiano-br
52121,Comando Do Exército,99,BR,comando-do-exercito-br
29214,Companhia Brasileira De Trens Urbanos,99,BR,companhia-brasileira-de-trens-urbanos-br
37202,Instituto Nacional Do Seguro Social,99,BR,instituto-nacional-do-seguro-social-br
52131,Comando Da Marinha,99,BR,comando-da-marinha-br
26231,Universidade Federal De Alagoas,99,BR,universidade-federal-de-alagoas-br
38567,Conselho Regional De Farmácia Do Estado De Ro,99,BR,conselho-regional-de-farmacia-do-estado-de-ro-br
37000,Controladoria Geral Da União,99,BR,controladoria-geral-da-uniao-br
25201,Banco Central Do Brasil-Orc.fiscal/Seg.social,99,BR,banco-central-do-brasil-orc.fiscal/seg.social-br
52000,Ministério Da Defesa - Unidades Com Vínculo D,99,BR,ministerio-da-defesa---unidades-com-vinculo-d-br
20301,Comissão Nacional De Energia Nuclear,99,BR,comissao-nacional-de-energia-nuclear-br
25205,Fundação Instituto Brasileiro De Geografia E,99,BR,fundacao-instituto-brasileiro-de-geografia-e-br
52111,Comando Da Aeronáutica,99,BR,comando-da-aeronautica-br
22000,"Ministério Da Agricultura, Pecuária E Abastec",99,BR,"ministerio-da-agricultura,-pecuaria-e-abastec-br"
22202,Empresa Brasileira De Pesquisa Agropecuária,99,BR,empresa-brasileira-de-pesquisa-agropecuaria-br
22211,Companhia Nacional De Abastecimento,99,BR,companhia-nacional-de-abastecimento-br
26258,Universidade Tecnológica Federal Do Paraná,99,BR,universidade-tecnologica-federal-do-parana-br
26436,Instituto Federal Sul-Rio-Grandense,99,BR,instituto-federal-sul-rio-grandense-br
26000,Ministério Da Educação - Unidades Com Vínculo,99,BR,ministerio-da-educacao---unidades-com-vinculo-br
26422,Instituto Federal Catarinense,99,BR,instituto-federal-catarinense-br
26423,Instituto Federal De Sergipe,99,BR,instituto-federal-de-sergipe-br
26435,Instituto Federal Do Rio Grande Do Norte,99,BR,instituto-federal-do-rio-grande-do-norte-br
26402,Instituto Federal De Alagoas,99,BR,instituto-federal-de-alagoas-br
26262,Universidade Federal De São Paulo,99,BR,universidade-federal-de-sao-paulo-br
26233,Universidade Federal Do Ceará,99,BR,universidade-federal-do-ceara-br
26245,Universidade Federal Do Rio De Janeiro,99,BR,universidade-federal-do-rio-de-janeiro-br
26201,Colégio Pedro Ii,99,BR,colegio-pedro-ii-br
26298,Fundo Nacional De Desenvolvimento Da Educação,99,BR,fundo-nacional-de-desenvolvimento-da-educacao-br
26238,Universidade Federal De Minas Gerais,99,BR,universidade-federal-de-minas-gerais-br
26271,Fundação Universidade De Brasília,99,BR,fundacao-universidade-de-brasilia-br
26273,Universidade Federal Do Rio Grande,99,BR,universidade-federal-do-rio-grande-br
26250,Universidade Federal De Roraima,99,BR,universidade-federal-de-roraima-br
26432,Instituto Federal Do Paraná,99,BR,instituto-federal-do-parana-br
26411,Instituto Federal Do Sudeste De Minas Gerais,99,BR,instituto-federal-do-sudeste-de-minas-gerais-br
26412,Instituto Federal Do Sul De Minas Gerais,99,BR,instituto-federal-do-sul-de-minas-gerais-br
26408,Instituto Federal Do Maranhão,99,BR,instituto-federal-do-maranhao-br
26443,Empresa Brasileira De Serviços Hospitalares,99,BR,empresa-brasileira-de-servicos-hospitalares-br
26420,Instituto Federal Farroupilha,99,BR,instituto-federal-farroupilha-br
26407,Instituto Federal Goiano,99,BR,instituto-federal-goiano-br
26418,Instituto Federal De Pernambuco,99,BR,instituto-federal-de-pernambuco-br
26409,Instituto Federal De Minas Gerais,99,BR,instituto-federal-de-minas-gerais-br
26415,Instituto Federal Do Mato Grosso Do Sul,99,BR,instituto-federal-do-mato-grosso-do-sul-br
26410,Instituto Federal Do Norte De Minas Gerais,99,BR,instituto-federal-do-norte-de-minas-gerais-br
26417,Instituto Federal Da Paraíba,99,BR,instituto-federal-da-paraiba-br
26454,Universidade Federal De Rondonopolis,99,BR,universidade-federal-de-rondonopolis-br
26351,Universidade Federal Do Recôncavo Da Bahia,99,BR,universidade-federal-do-reconcavo-da-bahia-br
26406,Instituto Federal Do Espírito Santo,99,BR,instituto-federal-do-espirito-santo-br
26430,Instituto Federal Do Sertão De Pernambuco,99,BR,instituto-federal-do-sertao-de-pernambuco-br
26413,Instituto Federal Do Triângulo Mineiro,99,BR,instituto-federal-do-triangulo-mineiro-br
26437,Instituto Federal De Roraima,99,BR,instituto-federal-de-roraima-br
26427,Instituto Federal Da Bahia,99,BR,instituto-federal-da-bahia-br
26403,Instituto Federal Do Amazonas,99,BR,instituto-federal-do-amazonas-br
26433,Instituto Federal Do Rio De Janeiro,99,BR,instituto-federal-do-rio-de-janeiro-br
26414,Instituto Federal Do Mato Grosso,99,BR,instituto-federal-do-mato-grosso-br
26416,Instituto Federal Do Pará,99,BR,instituto-federal-do-para-br
26421,Instituto Federal De Rondônia,99,BR,instituto-federal-de-rondonia-br
26405,Instituto Federal Do Ceará,99,BR,instituto-federal-do-ceara-br
52904,Fundo Do Exército,99,BR,fundo-do-exercito-br
20701,Instituto Brasileiro Do Meio Ambiente E Dos R,99,BR,instituto-brasileiro-do-meio-ambiente-e-dos-r-br
30202,Fundação Nacional Do Índio,99,BR,fundacao-nacional-do-indio-br
22203,Companhia De Desenvolvimento Dos Vales Do São,99,BR,companhia-de-desenvolvimento-dos-vales-do-sao-br
30802,Departamento De Polícia Rodoviária Federal,99,BR,departamento-de-policia-rodoviaria-federal-br
30911,Fundo Nacional De Segurança Pública,99,BR,fundo-nacional-de-seguranca-publica-br
30108,Departamento De Polícia Federal,99,BR,departamento-de-policia-federal-br
35000,Ministério Das Relações Exteriores - Unidades,99,BR,ministerio-das-relacoes-exteriores---unidades-br
36000,Ministério Da Saúde - Unidades Com Vínculo Di,99,BR,ministerio-da-saude---unidades-com-vinculo-di-br
36212,Agência Nacional De Vigilância Sanitária,99,BR,agencia-nacional-de-vigilancia-sanitaria-br
36201,Fundação Oswaldo Cruz,99,BR,fundacao-oswaldo-cruz-br
36211,Fundação Nacional De Saúde,99,BR,fundacao-nacional-de-saude-br
49901,Departamento Do Fundo Da Marinha Mercante,99,BR,departamento-do-fundo-da-marinha-mercante-br
32210,Agência Nacional De Energia Elétrica,99,BR,agencia-nacional-de-energia-eletrica-br
32396,Agência Nacional De Mineração,99,BR,agencia-nacional-de-mineracao-br
20411,Instituto Do Patrimônio Histórico E Artístico,99,BR,instituto-do-patrimonio-historico-e-artistico-br
20501,Conselho Nacional De Desenvolvimento Científi,99,BR,conselho-nacional-de-desenvolvimento-cientifi-br
22201,Instituto Nacional De Colonização E Reforma A,99,BR,instituto-nacional-de-colonizacao-e-reforma-a-br
39252,Departamento Nacional De Infraestrutura De Tr,99,BR,departamento-nacional-de-infraestrutura-de-tr-br
29208,Companhia De Pesquisa De Recursos Minerais,99,BR,companhia-de-pesquisa-de-recursos-minerais-br
38000,Ministerio Do Trabalho E Emprego,99,BR,ministerio-do-trabalho-e-emprego-br
26428,Instituto Federal De Brasília,99,BR,instituto-federal-de-brasilia-br
26261,Universidade Federal De Itajubá,99,BR,universidade-federal-de-itajuba-br
26232,Universidade Federal Da Bahia,99,BR,universidade-federal-da-bahia-br
26234,Universidade Federal Do Espírito Santo,99,BR,universidade-federal-do-espirito-santo-br
26240,Universidade Federal Da Paraíba,99,BR,universidade-federal-da-paraiba-br
26275,Fundação Universidade Federal Do Acre,99,BR,fundacao-universidade-federal-do-acre-br
26268,Fundação Universidade Federal De Rondônia,99,BR,fundacao-universidade-federal-de-rondonia-br
26286,Fundação Universidade Federal Do Amapá,99,BR,fundacao-universidade-federal-do-amapa-br
26230,Fundação Universidade Federal Do Vale Do São,99,BR,fundacao-universidade-federal-do-vale-do-sao-br
26431,Instituto Federal Do Piauí,99,BR,instituto-federal-do-piaui-br
26434,Instituto Federal Fluminense,99,BR,instituto-federal-fluminense-br
26425,Instituto Federal Do Acre,99,BR,instituto-federal-do-acre-br
26252,Universidade Federal De Campina Grande,99,BR,universidade-federal-de-campina-grande-br
26442,Universidade Da Integração Internacional Da L,99,BR,universidade-da-integracao-internacional-da-l-br
26448,Universidade Federal Do Sul E Sudeste Do Pará,99,BR,universidade-federal-do-sul-e-sudeste-do-para-br
26449,Universidade Federal Do Cariri,99,BR,universidade-federal-do-cariri-br
22204,Departamento Nacional De Obras Contra As Seca,99,BR,departamento-nacional-de-obras-contra-as-seca-br
45282,Banco Nacional De Desenvolvimento Econômico E,99,BR,banco-nacional-de-desenvolvimento-economico-e-br
20402,Agência Espacial Brasileira,99,BR,agencia-espacial-brasileira-br
22500,Companhia De Entrepostos E Armazéns Gerais De,99,BR,companhia-de-entrepostos-e-armazens-gerais-de-br
24000,"Ministério Da Ciência, Tecnologia, Inovações",99,BR,"ministerio-da-ciencia,-tecnologia,-inovacoes-br"
30211,Conselho Administrativo De Defesa Econômica,99,BR,conselho-administrativo-de-defesa-economica-br
32000,Ministério De Minas E Energia - Unidades Com,99,BR,ministerio-de-minas-e-energia---unidades-com-br
32314,Empresa De Pesquisa Energética,99,BR,empresa-de-pesquisa-energetica-br
39000,Ministério Da Infraestrutura - Unidades Com V,99,BR,ministerio-da-infraestrutura---unidades-com-v-br
41231,Agêncial Nacional De Telecomunicações,99,BR,agencial-nacional-de-telecomunicacoes-br
44000,Ministério Do Meio Ambiente - Unidades Com Ví,99,BR,ministerio-do-meio-ambiente---unidades-com-vi-br
81000,"Ministério Da Mulher, Família E Direitos Huma",99,BR,"ministerio-da-mulher,-familia-e-direitos-huma-br"
63000,Advocacia-Geral Da União - Unidades Com Víncu,99,BR,advocacia-geral-da-uniao---unidades-com-vincu-br
62201,Agência Nacional De Aviação Civil,99,BR,agencia-nacional-de-aviacao-civil-br
61201,Instituto De Pesquisa Econômica Aplicada,99,BR,instituto-de-pesquisa-economica-aplicada-br
26255,Universidade Federal Dos Vales Do Jequitinhon,99,BR,universidade-federal-dos-vales-do-jequitinhon-br
26235,Universidade Federal De Goiás,99,BR,universidade-federal-de-goias-br
26242,Universidade Federal De Pernambuco,99,BR,universidade-federal-de-pernambuco-br
26246,Universidade Federal De Santa Catarina,99,BR,universidade-federal-de-santa-catarina-br
26284,Fundação Universidade Federal De Ciências Da,99,BR,fundacao-universidade-federal-de-ciencias-da-br
26429,"Instituto Federal De Educação, Ciência E Tecn",99,BR,"instituto-federal-de-educacao,-ciencia-e-tecn-br"
26440,Universidade Federal Da Fronteira Sul,99,BR,universidade-federal-da-fronteira-sul-br
52221,Indústria De Material Bélico Do Brasil,99,BR,industria-de-material-belico-do-brasil-br
25203,Comissão De Valores Mobiliários,99,BR,comissao-de-valores-mobiliarios-br
20603,Superintendência Da Zona Franca De Manaus,99,BR,superintendencia-da-zona-franca-de-manaus-br
30907,Fundo Penitenciário Nacional,99,BR,fundo-penitenciario-nacional-br
36213,Agência Nacional De Saúde Suplementar,99,BR,agencia-nacional-de-saude-suplementar-br
42207,Instituto Brasileiro De Museus,99,BR,instituto-brasileiro-de-museus-br
38500,Conselho Federal De Contabilidade,99,BR,conselho-federal-de-contabilidade-br
26282,Universidade Federal De Viçosa,99,BR,universidade-federal-de-vicosa-br
26424,Instituto Federal Do Tocantins,99,BR,instituto-federal-do-tocantins-br
26426,Instituto Federal Do Amapá,99,BR,instituto-federal-do-amapa-br
26438,Instituto Federal De Santa Catarina,99,BR,instituto-federal-de-santa-catarina-br
30203,"Instituto Nacional De Metrologia, Qualidade E",99,BR,"instituto-nacional-de-metrologia,-qualidade-e-br"
32205,"Agência Nacional Do Petróleo, Gás Natural E B",99,BR,"agencia-nacional-do-petroleo,-gas-natural-e-b-br"
55000,Ministério Da Cidadania - Unidades Com Víncul,99,BR,ministerio-da-cidadania---unidades-com-vincul-br
26248,Universidade Federal Rural De Pernambuco,99,BR,universidade-federal-rural-de-pernambuco-br
91081,Empresas De Energia,99,BR,empresas-de-energia-br
26263,Universidade Federal De Lavras,99,BR,universidade-federal-de-lavras-br
26264,Universidade Federal Rural Do Semi-Árido,99,BR,universidade-federal-rural-do-semi-arido-br
26236,Universidade Federal Fluminense,99,BR,universidade-federal-fluminense-br
26249,Universidade Federal Rural Do Rio De Janeiro,99,BR,universidade-federal-rural-do-rio-de-janeiro-br
26439,Instituto Federal De São Paulo,99,BR,instituto-federal-de-sao-paulo-br
25301,Empresa Gestora De Ativos,99,BR,empresa-gestora-de-ativos-br
30000,Ministério Da Justiça E Segurança Pública - U,99,BR,ministerio-da-justica-e-seguranca-publica---u-br
20203,Agência Nacional Do Cinema,99,BR,agencia-nacional-do-cinema-br
33206,Superintendência Nacional De Previdência Comp,99,BR,superintendencia-nacional-de-previdencia-comp-br
39250,Agência Nacional De Transportes Terrestres,99,BR,agencia-nacional-de-transportes-terrestres-br
44207,Instituto Chico Mendes De Conservação Da Biod,99,BR,instituto-chico-mendes-de-conservacao-da-biod-br
68201,Agência Nacional De Transportes Aquaviários,99,BR,agencia-nacional-de-transportes-aquaviarios-br
31280,Caixa De Construções De Casas Para O Pessoal,99,BR,caixa-de-construcoes-de-casas-para-o-pessoal-br
20202,Fundação Escola Nacional De Administração Púb,99,BR,fundacao-escola-nacional-de-administracao-pub-br
20415,Empresa Brasil De Comunicação,99,BR,empresa-brasil-de-comunicacao-br
26247,Universidade Federal De Santa Maria,99,BR,universidade-federal-de-santa-maria-br
26241,Universidade Federal Do Paraná,99,BR,universidade-federal-do-parana-br
26280,Fundação Universidade Federal De São Carlos,99,BR,fundacao-universidade-federal-de-sao-carlos-br
30204,Instituto Nacional Da Propriedade Industrial,99,BR,instituto-nacional-da-propriedade-industrial-br
53000,Ministério Do Desenvolvimento Regional - Unid,99,BR,ministerio-do-desenvolvimento-regional---unid-br
26290,Instituto Nacional De Estudos E Pesquisas Edu,99,BR,instituto-nacional-de-estudos-e-pesquisas-edu-br
26276,Fundação Universidade Federal Do Mato Grosso,99,BR,fundacao-universidade-federal-do-mato-grosso-br
26278,Fundação Universidade Federal De Pelotas,99,BR,fundacao-universidade-federal-de-pelotas-br
26350,Fundação Universidade Federal Da Grande Doura,99,BR,fundacao-universidade-federal-da-grande-doura-br
26419,Instituto Federal Do Rio Grande Do Sul,99,BR,instituto-federal-do-rio-grande-do-sul-br
26441,Universidade Federal Do Oeste Do Pará,99,BR,universidade-federal-do-oeste-do-para-br
25208,Superintendência De Seguros Privados,99,BR,superintendencia-de-seguros-privados-br
39817,Companhia Docas Do Espírito Santo,99,BR,companhia-docas-do-espirito-santo-br
26260,Universidade Federal De Alfenas,99,BR,universidade-federal-de-alfenas-br
26237,Universidade Federal De Juiz De Fora,99,BR,universidade-federal-de-juiz-de-fora-br
26270,Fundação Universidade Do Amazonas,99,BR,fundacao-universidade-do-amazonas-br
26279,Fundação Universidade Federal Do Piauí,99,BR,fundacao-universidade-federal-do-piaui-br
41000,Ministerio Das Comunicacoes,99,BR,ministerio-das-comunicacoes-br
24209,Centro Nacional De Tecnologia Eletrônica Avan,99,BR,centro-nacional-de-tecnologia-eletronica-avan-br
44206,Instituto De Pesquisas Jardim Botânico Do Rio,99,BR,instituto-de-pesquisas-jardim-botanico-do-rio-br
26243,Universidade Federal Do Rio Grande Do Norte,99,BR,universidade-federal-do-rio-grande-do-norte-br
53202,Superintendência Do Desenvolvimento Da Amazôn,99,BR,superintendencia-do-desenvolvimento-da-amazon-br
26253,Universidade Federal Rural Da Amazônia,99,BR,universidade-federal-rural-da-amazonia-br
26291,Fundação Coordenação De Aperfeiçoamento De Pe,99,BR,fundacao-coordenacao-de-aperfeicoamento-de-pe-br
26272,Fundação Universidade Do Maranhão,99,BR,fundacao-universidade-do-maranhao-br
26274,Fundação Universidade Federal De Uberlândia,99,BR,fundacao-universidade-federal-de-uberlandia-br
26277,Universidade Federal De Ouro Preto,99,BR,universidade-federal-de-ouro-preto-br
26266,Fundação Universidade Federal Do Pampa,99,BR,fundacao-universidade-federal-do-pampa-br
26267,Universidade Federal Da Integração Latino-Ame,99,BR,universidade-federal-da-integracao-latino-ame-br
39253,Empresa De Planejamento E Logística S.a.,99,BR,empresa-de-planejamento-e-logistica-s.a.-br
20403,Fundação Casa De Rui Barbosa,99,BR,fundacao-casa-de-rui-barbosa-br
44205,Agência Nacional De Águas,99,BR,agencia-nacional-de-aguas-br
52211,Caixa De Financiamento Imobiliário Da Aeronáu,99,BR,caixa-de-financiamento-imobiliario-da-aeronau-br
44208,Serviço Florestal Brasileiro,99,BR,servico-florestal-brasileiro-br
26244,Universidade Federal Do Rio Grande Do Sul,99,BR,universidade-federal-do-rio-grande-do-sul-br
26352,Fundação Universidade Federal Do Abc,99,BR,fundacao-universidade-federal-do-abc-br
26283,Fundação Universidade Federal Do Mato Grosso,99,BR,fundacao-universidade-federal-do-mato-grosso-br
26285,Fundação Universidade Federal De São João Del,99,BR,fundacao-universidade-federal-de-sao-joao-del-br
35201,Fundação Alexandre De Gusmão,99,BR,fundacao-alexandre-de-gusmao-br
25211,Casa Da Moeda Do Brasil,99,BR,casa-da-moeda-do-brasil-br
54000,Ministério Do Turismo - Unidades Com Vínculo,99,BR,ministerio-do-turismo---unidades-com-vinculo-br
26453,Universidade Federal De Jatai,99,BR,universidade-federal-de-jatai-br
26450,Universidade Federal Do Sul Da Bahia,99,BR,universidade-federal-do-sul-da-bahia-br
52222,Fundação Osório,99,BR,fundacao-osorio-br
25282,Banco Do Nordeste Do Brasil,99,BR,banco-do-nordeste-do-brasil-br
25915,Fundo Constitucional Do Distrito Federal,99,BR,fundo-constitucional-do-distrito-federal-br
26292,Fundação Joaquim Nabuco,99,BR,fundacao-joaquim-nabuco-br
52231,Empresa Gerencial De Projetos Navais,99,BR,empresa-gerencial-de-projetos-navais-br
26254,Universidade Federal Do Triângulo Mineiro,99,BR,universidade-federal-do-triangulo-mineiro-br
26281,Fundação Universidade Federal De Sergipe,99,BR,fundacao-universidade-federal-de-sergipe-br
57280,Empresa De Processamento De Dados Da Previdên,99,BR,empresa-de-processamento-de-dados-da-previden-br
26239,Universidade Federal Do Pará,99,BR,universidade-federal-do-para-br
25207,Serviço Federal De Processamento De Dados,99,BR,servico-federal-de-processamento-de-dados-br
20412,Fundação Nacional De Artes,99,BR,fundacao-nacional-de-artes-br
26452,Universidade Federal De Catalao,99,BR,universidade-federal-de-catalao-br
26257,Centro Federal De Educação Tecnológica De Min,99,BR,centro-federal-de-educacao-tecnologica-de-min-br
27201,Fundação Habitacional Do Exército,99,BR,fundacao-habitacional-do-exercito-br
26251,Fundação Universidade Federal Do Tocantins,99,BR,fundacao-universidade-federal-do-tocantins-br
26269,Universidade Federal Do Estado Do Rio De Jane,99,BR,universidade-federal-do-estado-do-rio-de-jane-br
26294,Hospital De Clínicas De Porto Alegre,99,BR,hospital-de-clinicas-de-porto-alegre-br
26447,Universidade Federal Do Oeste Da Bahia,99,BR,universidade-federal-do-oeste-da-bahia-br
36210,Hospital Nossa Senhora Da Conceição S.a.,99,BR,hospital-nossa-senhora-da-conceicao-s.a.-br
40000,Ministério Do Trabalho - Unidades Com Vínculo,99,BR,ministerio-do-trabalho---unidades-com-vinculo-br
